metro_area,community_name,builder,phase,street_name,full_address,bedrooms,sqft,list_price,price,status_bucket,status_raw,input_date,closed_date,last_checked_date,status_changed
"Little Rock, AR",White Oak Crossing,Lennar,,Fitzgerald Lane,8209 Fitzgerald Lane,2,1114,198325,198325,withdrawn,WITH,6/16/2025 3:00 PM,,2026-08-03,sold -> withdrawn (2026-08-03)
"Little Rock, AR",White Oak Crossing,Lennar,,Fitzgerald Lane,8305 Fitzgerald Lane,3,1217,176675,166675,sold,SLD,3/19/2025 12:45 PM,9/11/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Remington Lane,46 Remington Lane,3,1051,168750,167000,sold,SLD,12/2/2025 2:51 PM,7/22/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,270 Sarah Alyse Lane,2,869,162250,167250,sold,SLD,11/12/2025 1:47 PM,1/30/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Croft Ave,6089 Croft Avenue,2,869,169045,169045,sold,SLD,6/13/2025 12:15 PM,10/17/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Doe Run Drive,27 Doe Run Drive,3,1249,169360,169360,sold,SLD,1/31/2025 5:44 PM,11/7/2025,2026-08-03,
"Little Rock, AR",Springlake Trails,Lennar,,Duck Creek Drive,12240 Duck Creek Drive,3,1051,169850,169900,sold,SLD,7/9/2025 12:34 PM,1/29/2026,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ten Point Lane,34 Ten Point Lane,3,1243,172375,170000,sold,SLD,6/30/2025 3:19 PM,9/25/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Leruss Boulevard,210 Leruss Boulevard,3,1012,172000,172000,sold,SBL,4/22/2025 8:51 AM,4/18/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ten Point Lane,41 Ten Point Lane,3,1355,180205,172000,sold,SLD,7/28/2025 10:19 AM,9/19/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ten Point Lane,43 Ten Point Lane,3,1051,171900,172900,sold,SLD,8/22/2025 10:39 AM,12/11/2025,2026-08-03,
"Little Rock, AR",White Oak Crossing,Lennar,,Mason Drive,10713 Mason Drive,3,1402,218630,218630,sold,SLD,9/30/2025 3:06 PM,12/29/2025,2026-08-03,
"Little Rock, AR",White Oak Crossing,Lennar,,Stacey Lane,8201 Stacey Lane,2,1114,166255,173000,sold,SLD,6/16/2025 2:05 PM,9/17/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Remington Lane,39 Remington Lane,3,1051,173900,173900,sold,SLD,10/21/2025 4:15 PM,1/20/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,130 Maddison Rachael,3,1248,175550,174000,sold,SLD,1/29/2026 1:53 PM,4/20/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,45 Sarah Alyse Lane,3,1362,174900,174900,sold,SLD,4/17/2025 5:22 PM,8/25/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Leruss Boulevard,230 Leruss Boulevard,3,1249,178780,175000,sold,SLD,6/12/2025 9:07 AM,8/8/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ruger Cove,13 Ruger Cove,3,1143,174200,175200,sold,SLD,12/2/2025 2:47 PM,3/5/2026,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Buckshot Drive,22 Buckshot Drive,3,1143,176950,176950,sold,SLD,1/6/2026 1:24 PM,4/10/2026,2026-08-03,
"Little Rock, AR",Springlake Trails,Lennar,,River Creek Lane,13081 River Creek Lane,3,1523,216425,215425,sold,SLD,8/22/2024 8:54 PM,10/30/2024,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Remington Lane,43 Remington Lane,3,1243,178825,178825,withdrawn,WITH,10/21/2025 1:48 PM,,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,85 Sarah Alyse Lane,4,1459,194555,191555,sold,SLD,7/24/2025 2:28 PM,9/29/2025,2026-08-03,withdrawn -> sold (2026-08-03)
"Little Rock, AR",White Oak Crossing,Lennar,,Stacey Lane,8204 Stacey Lane,3,1145,179025,179025,sold,SLD,6/16/2025 2:37 PM,11/12/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ten Point Lane,35 Ten Point Lane,3,1243,179495,179495,sold,SLD,6/9/2025 3:09 PM,9/25/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,75 Sarah Alyse Lane,3,1249,178900,179900,sold,SLD,4/21/2025 1:38 PM,9/23/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Kyndall Lauren Lane,85 Kyndall Lauren Lane,3,1249,180900,179900,sold,SLD,12/27/2024 4:56 PM,4/21/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ten Point Lane,13 Ten Point Lane,3,1143,181350,181000,sold,SLD,2/26/2026 12:04 PM,5/21/2026,2026-08-03,
"Little Rock, AR",Southfork Ranch,Lennar,,Powder River Drive,104 Powder River Drive,3,1301,185900,181000,sold,SLD,4/9/2026 3:38 PM,7/15/2026,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Buckshot Drive,14 Buckshot Drive,3,1243,181425,181425,sold,SLD,1/21/2026 10:09 AM,5/28/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,40 Maddison Rachael,3,1373,194900,182000,sold,SLD,1/12/2026 11:06 AM,2/23/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Leruss Boulevard,240 Leruss Boulevard,3,1249,184720,182500,sold,SLD,8/4/2025 4:27 PM,12/16/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Sig Cove,11 Sig Cove,3,1355,182870,182870,sold,SLD,6/9/2025 2:50 PM,9/19/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Kyndall Lauren Lane,35 Kyndall Lauren Lane,3,1402,182885,182885,sold,SLD,2/7/2025 3:19 PM,8/28/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Doe Run Drive,29 Doe Run Drive,3,1355,179910,183000,sold,SLD,1/31/2025 5:37 PM,9/18/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,35 Sarah Alyse Lane,3,1249,184060,183000,sold,SLD,2/3/2025 4:35 PM,5/23/2025,2026-08-03,
"Little Rock, AR",Southfork Ranch,Lennar,,Powder River Drive,118 Powder River Drive,3,1301,187150,183825,sold,SLD,3/10/2026 10:19 AM,7/24/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,15 Maddison Rachael,4,1459,194850,184000,sold,SLD,3/10/2026 3:04 PM,4/30/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,120 Maddison Rachael,3,1373,184075,184075,sold,SLD,12/18/2025 1:39 PM,3/27/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,80 Maddison Rachael,3,1373,184375,184375,sold,SLD,12/18/2025 12:13 PM,4/2/2026,2026-08-03,
"Little Rock, AR",White Oak Crossing,Lennar,,Fitzgerald Lane,8208 Fitzgerald Lane,2,1114,184475,184475,sold,SLD,3/28/2025 12:37 PM,7/30/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Buckshot Drive,20 Buckshot Drive,3,1243,184575,184575,sold,SLD,1/6/2026 1:28 PM,3/27/2026,2026-08-03,
"Little Rock, AR",Southfork Ranch,Lennar,,Powder River Drive,105 Powder River Drive,3,1288,184900,184900,sold,SLD,1/5/2026 2:57 PM,3/26/2026,2026-08-03,
"Little Rock, AR",Southfork Ranch,Lennar,,Powder River Drive,111 Powder River Drive,3,1301,184900,184900,withdrawn,WITH,1/5/2026 2:42 PM,,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Kyndall Lauren Lane,105 Kyndall Lauren Lane,3,1362,184900,184900,sold,SLD,12/27/2024 5:29 PM,4/29/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ten Point Lane,15 Ten Point Lane,3,1355,184900,184900,withdrawn,WITH,8/22/2025 10:31 AM,,2026-08-03,
"Little Rock, AR",Southfork Ranch,Lennar,,Powder River Drive,121 Powder River Drive,3,1288,185900,185000,sold,SLD,1/5/2026 2:54 PM,6/15/2026,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ten Point Lane,37 Ten Point Lane,4,1470,189930,185000,sold,SLD,7/28/2025 10:12 AM,9/30/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Sig Cove,10 Sig Cove,4,1470,189900,185000,sold,SLD,3/11/2025 9:17 AM,9/30/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Nona Ruth Lane,20 Nona Ruth Lane,3,1248,186900,185000,sold,SLD,3/18/2026 1:18 PM,5/21/2026,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Doe Run Drive,28 Doe Run Drive,3,1425,184435,185435,sold,SLD,3/11/2025 10:27 AM,9/10/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Kyndall Lauren Lane,80 Kyndall Lauren Lane,3,1340,187900,186000,sold,SLD,12/17/2024 11:38 PM,3/19/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ten Point Lane,21 Ten Point Lane,3,1301,179585,186000,sold,SLD,2/26/2025 3:31 PM,7/31/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Kyndall Lauren Lane,90 Kyndall Lauren Lane,3,1249,186425,186425,sold,SLD,12/17/2024 11:22 PM,2/11/2025,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Meadows Drive,1295 Meadows Drive,3,1243,186900,186900,sold,SLD,12/14/2024 4:05 PM,2/27/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,145 Sarah Alyse Lane,3,1340,188000,188000,sold,SLD,7/14/2025 11:06 AM,9/19/2025,2026-08-03,
"Little Rock, AR",Southfork Ranch,Lennar,,Powder River Drive,110 Powder River Drive,3,1288,188650,188000,sold,SLD,3/10/2026 9:52 AM,6/4/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,210 Sarah Alyse Lane,3,1248,189125,188000,sold,SLD,8/25/2025 11:30 AM,12/12/2025,2026-08-03,
"Little Rock, AR",Southfork Ranch,Lennar,,Powder River Drive,103 Powder River Drive,4,1496,188450,188450,withdrawn,WITH,1/5/2026 2:50 PM,,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,250 Sarah Alyse Lane,3,1248,188525,188525,withdrawn,WITH,11/12/2025 1:55 PM,,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Hollywood Ave,6634 Hollywood Avenue,3,1051,188900,188900,for_sale,ACT,1/23/2026 3:20 PM,,2026-08-03,
"Little Rock, AR",Springlake Trails,Lennar,,River Valley Drive,11201 River Valley Drive,4,1852,237400,237400,sold,SLD,9/2/2025 3:28 PM,11/12/2025,2026-08-03,
"Little Rock, AR",Southfork Ranch,Lennar,,Powder River Drive,125 Powder River Drive,4,1640,202075,188900,sold,SLD,1/12/2026 2:58 PM,7/24/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Croft Ave,6025 Croft Avenue,3,1243,189495,189000,sold,SLD,2/25/2025 1:48 PM,7/2/2025,2026-08-03,
"Little Rock, AR",Springlake Trails,Lennar,,Thompson Branch Trail,15144 Thompson Branch Trail,4,1470,218900,218900,under_contract,UCT,7/17/2026 1:22 PM,8/31/2026,2026-08-03,for_sale -> under_contract (2026-08-03)
"Little Rock, AR",Deerfield,Lennar,,Ruger Cove,15 Ruger Cove,3,1355,189205,189205,sold,SLD,12/2/2025 2:32 PM,2/26/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,115 Sarah Alyse Lane,3,1402,194530,189280,sold,SLD,7/29/2025 12:26 PM,10/24/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,90 Sarah Alyse Lane,3,1402,192460,189310,sold,SLD,3/6/2025 10:42 AM,7/15/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ten Point Lane,45 Ten Point Lane,4,1470,201505,189500,sold,SLD,6/30/2025 3:04 PM,10/29/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,40 Sarah Alyse Lane,3,1402,189635,189635,sold,SLD,3/6/2025 10:46 AM,6/30/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Sig Cove,14 Sig Cove,3,1243,189810,189810,sold,SLD,3/11/2025 10:37 AM,7/21/2025,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Meadows Drive,1289 Meadows Drive,3,1355,189900,189900,sold,SLD,12/14/2024 4:22 PM,3/7/2025,2026-08-03,
"Little Rock, AR",Southfork Ranch,Lennar,I,King Ranch Drive,103 King Ranch Drive,3,1290,189900,189900,for_sale,ACT,7/17/2026 12:34 PM,,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,25 Maddison Rachael,3,1248,189900,189900,for_sale,ACT,3/10/2026 2:55 PM,,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,65 Sarah Alyse Lane,3,1402,190900,189900,sold,SLD,4/17/2025 5:30 PM,6/26/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,105 Sarah Alyse Lane,3,1340,192295,190000,sold,SLD,7/29/2025 12:06 PM,9/16/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,110 Maddison Rachael,3,1402,190505,190505,sold,SLD,12/18/2025 1:46 PM,3/25/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,50 Maddison Rachael,3,1402,191725,191000,sold,SLD,12/30/2025 4:50 PM,2/24/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,240 Sarah Alyse Lane,3,1373,191350,191350,withdrawn,WITH,8/25/2025 12:01 PM,,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Buckshot Drive,12 Buckshot Drive,3,1355,191600,191600,sold,SLD,1/21/2026 10:21 AM,5/29/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,85 Maddison Rachael,3,1248,191900,191900,for_sale,ACT,4/29/2026 1:22 PM,,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Raven Walk Dr,1000 Raven Walk Drive,3,1051,191900,191900,under_contract,UCT,4/24/2026 1:36 PM,8/27/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Croft Ave,6041 Croft Avenue,3,1355,194835,192000,sold,SLD,2/25/2025 1:03 PM,7/8/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ten Point Lane,17 Ten Point Lane,4,1470,192425,192425,sold,SLD,2/26/2026 12:00 PM,6/12/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,100 Maddison Rachael,4,1459,194225,192500,sold,SLD,12/18/2025 1:43 PM,3/31/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,155 Sarah Alyse Lane,3,1402,194605,192605,sold,SLD,7/1/2025 4:50 PM,11/21/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ten Point Lane,27 Ten Point Lane,3,1420,194650,192650,sold,SLD,3/11/2025 9:58 AM,8/26/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ten Point Lane,11 Ten Point Lane,4,1470,193825,193000,sold,SLD,2/26/2026 11:56 AM,5/29/2026,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Doe Run Drive,30 Doe Run Drive,3,1505,194625,193000,sold,SLD,10/29/2025 1:12 PM,4/24/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Kyndall Lauren Lane,115 Kyndall Lauren Lane,3,1355,194000,193000,sold,SLD,12/27/2024 6:12 PM,3/14/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,30 Sarah Alyse Lane,4,1459,194660,193000,sold,SLD,2/3/2025 4:13 PM,6/27/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Nona Ruth Lane,30 Nona Ruth Lane,4,1496,194050,193050,sold,SLD,3/18/2026 1:15 PM,5/27/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Hollywood Ave,6688 Hollywood Avenue,3,1051,193400,193400,for_sale,ACT,3/10/2026 1:51 PM,,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,70 Sarah Alyse Lane,4,1496,201910,193800,sold,SLD,2/3/2025 3:33 PM,6/30/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,50 Sarah Alyse Lane,3,1355,193870,193870,sold,SLD,3/14/2025 1:08 PM,7/16/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ten Point Lane,42 Ten Point Lane,3,1143,193975,193975,withdrawn,WITH,7/1/2025 11:13 AM,,2026-08-03,
"Little Rock, AR",Southfork Ranch,Lennar,,Powder River Drive,112 Powder River Drive,4,1640,198875,194000,sold,SLD,4/9/2026 3:40 PM,7/24/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,175 Sarah Alyse Lane,3,1249,194080,194080,sold,SLD,7/2/2025 9:18 AM,11/14/2025,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Meadows Drive,1503 Meadows Drive,3,1243,205145,194145,sold,SLD,6/13/2025 11:14 AM,7/18/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ruger Cove,14 Ruger Cove,4,1470,194605,194605,withdrawn,WITH,12/2/2025 2:22 PM,,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Leruss Boulevard,250 Leruss Boulevard,3,1248,194630,194630,withdrawn,WITH,7/2/2025 8:41 AM,,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Buckshot Drive,18 Buckshot Drive,3,1355,191650,194650,sold,SLD,1/21/2026 10:15 AM,5/28/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,70 Maddison Rachael,4,1459,194805,194805,sold,SLD,1/12/2026 11:02 AM,2/23/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Kyndall Lauren Lane,95 Kyndall Lauren Lane,4,1459,194900,194900,sold,SLD,12/27/2024 5:10 PM,5/5/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Kyndall Lauren Lane,25 Kyndall Lauren Lane,3,1362,190135,195000,sold,SLD,2/7/2025 3:07 PM,6/3/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,140 Maddison Rachael,4,1496,190700,195000,sold,SLD,1/29/2026 1:33 PM,4/20/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,30 Maddison Rachael,4,1699,197300,195300,sold,SLD,11/19/2025 12:36 PM,2/25/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,200 Sarah Alyse Lane,4,1459,200355,195355,sold,SLD,8/25/2025 12:19 PM,12/12/2025,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ten Point Lane,39 Ten Point Lane,3,1523,193710,195710,sold,SLD,7/28/2025 10:24 AM,10/10/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,160 Maddison Rachael,4,1459,194600,195875,sold,SLD,1/29/2026 1:28 PM,4/22/2026,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Sig Cove,13 Sig Cove,3,1633,194900,195900,sold,SLD,6/9/2025 3:19 PM,9/25/2025,2026-08-03,
