listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event,listingPriceHistory/28/date,listingPriceHistory/28/event,listingPriceHistory/29/date,listingPriceHistory/29/event
"6316 Warwick Dr, Alexander, AR 72002",6316 Warwick Dr,Alexander,AR,,forRent,4,1884,,2300,49,https://www.zillow.com/homedetails/6316-Warwick-Dr-Alexander-AR-72002/461049113_zpid/,,277000,2026-09-18T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2026-06-29T00:00:00.000Z,Sold,2026-05-29T00:00:00.000Z,Contingent,2026-05-29T00:00:00.000Z,Price change,2026-03-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2933 Gillis Dr, Benton, AR 72015",2933 Gillis Dr,Benton,AR,,forRent,5,2500,,2500,11,https://www.zillow.com/homedetails/2933-Gillis-Dr-Benton-AR-72015/443098023_zpid/,,,2026-09-07T00:00:00.000Z,Listed for rent,2025-02-28T00:00:00.000Z,Listing removed,2025-02-18T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"307 S 4th St, Benton, AR 72015",307 S 4th St,Benton,AR,,forRent,3,1051,,1600,19,https://www.zillow.com/homedetails/307-S-4th-St-Benton-AR-72015/386521_zpid/,,161000,2026-08-31T00:00:00.000Z,Listed for rent,2025-05-30T00:00:00.000Z,Listing removed,2025-05-20T00:00:00.000Z,Sold,2025-05-20T00:00:00.000Z,Listed for rent,2025-04-19T00:00:00.000Z,Contingent,2025-04-18T00:00:00.000Z,Listed for sale,2023-03-31T00:00:00.000Z,Sold,2023-03-02T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1155 Jackson Rd, Ward, AR 72176",1155 Jackson Rd,Ward,AR,,forRent,3,1280,,1300,8,https://www.zillow.com/homedetails/1155-Jackson-Rd-Ward-AR-72176/99441054_zpid/,,,2026-09-10T00:00:00.000Z,Listed for rent,2026-03-18T00:00:00.000Z,Listing removed,2026-03-13T00:00:00.000Z,Price change,2026-02-24T00:00:00.000Z,Listed for rent,2026-01-12T00:00:00.000Z,Listing removed,2025-11-14T00:00:00.000Z,Price change,2025-10-06T00:00:00.000Z,Price change,2025-01-16T00:00:00.000Z,Listed for rent,2015-10-08T00:00:00.000Z,Listing removed,2015-09-18T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4326 Glenda Ln, Benton, AR 72019",4326 Glenda Ln,Benton,AR,,forRent,3,1398,,1495,45,https://www.zillow.com/homedetails/4326-Glenda-Ln-Benton-AR-72019/68021994_zpid/,,157000,2026-09-17T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Listed for rent,2025-07-11T00:00:00.000Z,Listing removed,2025-07-01T00:00:00.000Z,Listed for rent,2025-06-26T00:00:00.000Z,Listing removed,2025-06-12T00:00:00.000Z,Price change,2025-06-04T00:00:00.000Z,Price change,2025-04-08T00:00:00.000Z,Listed for rent,2023-12-27T00:00:00.000Z,Listing removed,2023-12-19T00:00:00.000Z,Listed for rent,2023-09-04T00:00:00.000Z,Listing removed,2021-11-01T00:00:00.000Z,Listing removed,2021-10-26T00:00:00.000Z,Price change,2021-10-21T00:00:00.000Z,Price change,2021-10-04T00:00:00.000Z,Listed for rent,2021-09-03T00:00:00.000Z,Sold,2021-08-08T00:00:00.000Z,Contingent,2021-07-30T00:00:00.000Z,Listed for sale,2017-08-31T00:00:00.000Z,Sold,2017-07-28T00:00:00.000Z,Price change,2017-06-22T00:00:00.000Z,Listed for sale,2005-06-10T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,
"418 S Main, Benton, AR 72015",418 S Main,Benton,AR,,forRent,3,1096,,1300,32,https://www.zillow.com/homedetails/418-S-Main-Benton-AR-72015/71708118_zpid/,,99500,2026-09-08T00:00:00.000Z,Listed for rent,2026-09-01T00:00:00.000Z,Listing removed,2026-08-17T00:00:00.000Z,Listed for rent,2018-08-10T00:00:00.000Z,Sold,2018-06-20T00:00:00.000Z,Sold,2018-04-03T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"209 Sparrow Rd, Jacksonville, AR 72076",209 Sparrow Rd,Jacksonville,AR,,forRent,3,1275,,1750,86,https://www.zillow.com/homedetails/209-Sparrow-Rd-Jacksonville-AR-72076/99427899_zpid/,,229000,2026-09-04T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Price change,2026-06-24T00:00:00.000Z,Listed for rent,2024-06-04T00:00:00.000Z,Sold,2024-02-26T00:00:00.000Z,Listing removed,2024-01-31T00:00:00.000Z,Price change,2024-01-18T00:00:00.000Z,Listed for rent,2022-06-17T00:00:00.000Z,Listing removed,2022-01-07T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38 Baltimore St, Little Rock, AR 72206",38 Baltimore St,Little Rock,AR,,forRent,3,1218,,975,16,https://www.zillow.com/homedetails/38-Baltimore-St-Little-Rock-AR-72206/316900_zpid/,,26000,2026-09-19T00:00:00.000Z,Price change,2026-09-16T00:00:00.000Z,Price change,2026-09-03T00:00:00.000Z,Listed for rent,2023-02-18T00:00:00.000Z,Listing removed,2023-02-17T00:00:00.000Z,Price change,2023-01-20T00:00:00.000Z,Price change,2022-12-22T00:00:00.000Z,Price change,2022-12-10T00:00:00.000Z,Price change,2022-11-30T00:00:00.000Z,Listed for rent,2021-07-26T00:00:00.000Z,Listing removed,2021-07-10T00:00:00.000Z,Listed for sale,2020-09-25T00:00:00.000Z,Sold,2015-12-01T00:00:00.000Z,Sold,2014-10-10T00:00:00.000Z,Sold,2002-04-16T00:00:00.000Z,Sold,2001-06-18T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1219 N Parker Haskell St, Benton, AR 72015",1219 N Parker Haskell St,Benton,AR,,forRent,3,1680,,1400,2,https://www.zillow.com/homedetails/1219-N-Parker-Haskell-St-Benton-AR-72015/392830_zpid/,,35564,2026-08-31T00:00:00.000Z,Price change,2026-08-06T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Listed for rent,2025-12-12T00:00:00.000Z,Listing removed,2025-11-20T00:00:00.000Z,Listed for rent,2025-05-09T00:00:00.000Z,Listing removed,2025-05-04T00:00:00.000Z,Listing removed,2025-04-22T00:00:00.000Z,Price change,2025-04-13T00:00:00.000Z,Listed for rent,2025-03-03T00:00:00.000Z,Price change,2025-02-10T00:00:00.000Z,Price change,2025-02-02T00:00:00.000Z,Listed for sale,2023-09-17T00:00:00.000Z,Listing removed,2023-09-03T00:00:00.000Z,Listed for rent,2023-08-29T00:00:00.000Z,Listing removed,2023-06-16T00:00:00.000Z,Listed for sale,2023-04-17T00:00:00.000Z,Listing removed,2023-03-05T00:00:00.000Z,Price change,2023-02-01T00:00:00.000Z,Listed for sale,2022-05-23T00:00:00.000Z,Listing removed,2022-04-30T00:00:00.000Z,Listed for sale,2022-04-28T00:00:00.000Z,Contingent,2022-04-27T00:00:00.000Z,Price change,2022-03-26T00:00:00.000Z,Listed for sale,2016-02-18T00:00:00.000Z,Sold,2015-09-02T00:00:00.000Z,Sold,2009-08-13T00:00:00.000Z,Sold,2008-05-06T00:00:00.000Z,Sold,,,,
"11201 Birchwood Dr, Little Rock, AR 72211",11201 Birchwood Dr,Little Rock,AR,,forRent,3,1500,,1750,25,https://www.zillow.com/homedetails/11201-Birchwood-Dr-Little-Rock-AR-72211/346389_zpid/,,23500,2026-08-25T00:00:00.000Z,Listed for rent,2025-04-25T00:00:00.000Z,Listing removed,2025-04-01T00:00:00.000Z,Listed for rent,2023-04-28T00:00:00.000Z,Listing removed,2023-04-23T00:00:00.000Z,Listed for rent,2015-10-09T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1600 Grove Hill Rd, North Little Rock, AR 72116",1600 Grove Hill Rd,North Little Rock,AR,,forRent,3,1814,,1745,67,https://www.zillow.com/homedetails/1600-Grove-Hill-Rd-North-Little-Rock-AR-72116/295537_zpid/,,135000,2026-09-10T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Price change,2026-07-13T00:00:00.000Z,Listed for rent,2025-07-01T00:00:00.000Z,Listing removed,2025-05-22T00:00:00.000Z,Listed for rent,2024-07-06T00:00:00.000Z,Listing removed,2024-06-26T00:00:00.000Z,Price change,2024-04-30T00:00:00.000Z,Listed for rent,2023-05-02T00:00:00.000Z,Listing removed,2023-04-26T00:00:00.000Z,Listed for rent,2021-11-16T00:00:00.000Z,Listing removed,2021-11-02T00:00:00.000Z,Price change,2021-10-26T00:00:00.000Z,Price change,2021-10-14T00:00:00.000Z,Listed for rent,2021-06-18T00:00:00.000Z,Sold,2018-12-07T00:00:00.000Z,Listing removed,2018-11-19T00:00:00.000Z,Price change,2018-11-09T00:00:00.000Z,Listed for rent,2017-03-29T00:00:00.000Z,Listing removed,2017-02-23T00:00:00.000Z,Listed for rent,2013-05-24T00:00:00.000Z,Listing removed,2013-05-02T00:00:00.000Z,Listed for rent,2013-04-30T00:00:00.000Z,Sold,2002-05-28T00:00:00.000Z,Sold,,,,,,,,,,,,
"125 Old Red Rd, Ward, AR 72176",125 Old Red Rd,Ward,AR,,forRent,3,1280,,1000,15,https://www.zillow.com/homedetails/125-Old-Red-Rd-Ward-AR-72176/99434787_zpid/,,,2026-09-03T00:00:00.000Z,Listed for rent,2026-06-01T00:00:00.000Z,Listing removed,2026-05-19T00:00:00.000Z,Listed for rent,2026-04-20T00:00:00.000Z,Listing removed,2026-03-26T00:00:00.000Z,Listed for rent,2025-10-29T00:00:00.000Z,Listing removed,2025-10-06T00:00:00.000Z,Price change,2025-01-16T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2018-02-28T00:00:00.000Z,Listing removed,2018-02-26T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2906 Pamela, Benton, AR 72015",2906 Pamela,Benton,AR,,forRent,3,1372,,1495,24,https://www.zillow.com/homedetails/2906-Pamela-Benton-AR-72015/385308_zpid/,,,2026-08-25T00:00:00.000Z,Listed for rent,2025-08-04T00:00:00.000Z,Listing removed,2025-07-29T00:00:00.000Z,Price change,2025-07-08T00:00:00.000Z,Price change,2025-03-05T00:00:00.000Z,Listed for rent,2025-02-27T00:00:00.000Z,Listing removed,2025-02-24T00:00:00.000Z,Price change,2025-02-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2423 S Chatfield Rd, Bauxite, AR 72011",2423 S Chatfield Rd,Bauxite,AR,,forRent,4,1802,,1795,19,https://www.zillow.com/homedetails/2423-S-Chatfield-Rd-Bauxite-AR-72011/114169056_zpid/,,99000,2026-09-08T00:00:00.000Z,Price change,2026-08-30T00:00:00.000Z,Listed for rent,2026-07-20T00:00:00.000Z,Listing removed,2026-06-26T00:00:00.000Z,Price change,2026-06-12T00:00:00.000Z,Listed for rent,2025-11-26T00:00:00.000Z,Sold,2025-10-29T00:00:00.000Z,Contingent,2025-10-27T00:00:00.000Z,Listed for sale,2025-10-08T00:00:00.000Z,Contingent,2025-10-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104 Herald Pl, Cabot, AR 72023",104 Herald Pl,Cabot,AR,,forRent,3,1232,,1095,46,https://www.zillow.com/homedetails/104-Herald-Pl-Cabot-AR-72023/252206_zpid/,,155000,2026-08-03T00:00:00.000Z,Listed for rent,2024-11-23T00:00:00.000Z,Listing removed,2024-11-14T00:00:00.000Z,Listed for rent,2023-12-28T00:00:00.000Z,Listing removed,2023-11-10T00:00:00.000Z,Price change,2023-10-18T00:00:00.000Z,Listed for rent,2022-04-09T00:00:00.000Z,Listing removed,2022-02-16T00:00:00.000Z,Listed for rent,2019-06-20T00:00:00.000Z,Listing removed,2019-05-08T00:00:00.000Z,Listed for rent,2018-08-24T00:00:00.000Z,Listing removed,2018-08-16T00:00:00.000Z,Price change,2018-08-01T00:00:00.000Z,Listed for rent,2017-12-07T00:00:00.000Z,Listing removed,2017-10-14T00:00:00.000Z,Listed for rent,2013-01-30T00:00:00.000Z,Sold,2008-01-10T00:00:00.000Z,Sold,1988-08-30T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,
"2615 Stivers Blvd, Bryant, AR 72022",2615 Stivers Blvd,Bryant,AR,,forRent,3,1736,,1700,6,https://www.zillow.com/homedetails/2615-Stivers-Blvd-Bryant-AR-72022/391919_zpid/,,190000,2026-09-16T00:00:00.000Z,Price change,2026-09-12T00:00:00.000Z,Listed for rent,2025-04-04T00:00:00.000Z,Sold,2025-03-05T00:00:00.000Z,Contingent,2025-03-01T00:00:00.000Z,Listed for sale,2022-06-13T00:00:00.000Z,Listing removed,2022-06-05T00:00:00.000Z,Listed for rent,2022-06-02T00:00:00.000Z,Listing removed,2022-04-24T00:00:00.000Z,Listed for sale,2022-04-04T00:00:00.000Z,Listing removed,2022-03-29T00:00:00.000Z,Listed for rent,2021-02-23T00:00:00.000Z,Listing removed,2020-11-10T00:00:00.000Z,Listing removed,2020-11-09T00:00:00.000Z,Listed for rent,2019-09-04T00:00:00.000Z,Listing removed,2019-09-03T00:00:00.000Z,Listing removed,2019-08-20T00:00:00.000Z,Listed for rent,2019-08-04T00:00:00.000Z,Price change,2019-06-28T00:00:00.000Z,Price change,2019-06-22T00:00:00.000Z,Price change,2019-06-15T00:00:00.000Z,Listed for sale,2019-02-11T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,
"717 Burton St, Benton, AR 72015",717 Burton St,Benton,AR,,forRent,3,1544,,1650,25,https://www.zillow.com/homedetails/717-Burton-St-Benton-AR-72015/385729_zpid/,,22000,2026-08-24T00:00:00.000Z,Listed for rent,2026-08-07T00:00:00.000Z,Listing removed,2026-08-03T00:00:00.000Z,Price change,2026-07-21T00:00:00.000Z,Listed for rent,2026-07-21T00:00:00.000Z,Listing removed,2026-07-07T00:00:00.000Z,Price change,2026-06-01T00:00:00.000Z,Price change,2026-05-07T00:00:00.000Z,Listed for sale,2026-05-07T00:00:00.000Z,Listing removed,2026-05-05T00:00:00.000Z,Listed for sale,2023-08-31T00:00:00.000Z,Sold,2023-08-28T00:00:00.000Z,Contingent,2023-08-23T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21051 Natalie Ln, Little Rock, AR 72206",21051 Natalie Ln,Little Rock,AR,,forRent,3,1550,,1700,8,https://www.zillow.com/homedetails/21051-Natalie-Ln-Little-Rock-AR-72206/64691031_zpid/,,,2026-09-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2300 S Pulaski St, Little Rock, AR 72206",2300 S Pulaski St,Little Rock,AR,,forRent,3,1340,,1195,27,https://www.zillow.com/homedetails/2300-S-Pulaski-St-Little-Rock-AR-72206/316037_zpid/,,78500,2026-08-22T00:00:00.000Z,Listed for rent,2024-05-16T00:00:00.000Z,Listing removed,2024-03-29T00:00:00.000Z,Listed for rent,2024-03-25T00:00:00.000Z,Listing removed,2024-02-23T00:00:00.000Z,Listing removed,2024-02-19T00:00:00.000Z,Listed for sale,2024-02-14T00:00:00.000Z,Listed for rent,2023-12-13T00:00:00.000Z,Sold,2023-10-06T00:00:00.000Z,Sold,2015-02-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"911 James Madison Dr, Benton, AR 72019",911 James Madison Dr,Benton,AR,,forRent,3,2014,,1700,2,https://www.zillow.com/homedetails/911-James-Madison-Dr-Benton-AR-72019/82278084_zpid/,,175000,2026-09-16T00:00:00.000Z,Listed for rent,2024-07-26T00:00:00.000Z,Sold,2021-07-01T00:00:00.000Z,Sold,2014-03-12T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7910 Burnelle Dr, Little Rock, AR 72209",7910 Burnelle Dr,Little Rock,AR,,forRent,4,1250,,1800,44,https://www.zillow.com/homedetails/7910-Burnelle-Dr-Little-Rock-AR-72209/359397_zpid/,,50000,2026-08-05T00:00:00.000Z,Listed for rent,2020-10-29T00:00:00.000Z,Sold,2018-03-27T00:00:00.000Z,Sold,2015-12-21T00:00:00.000Z,Sold,2015-01-29T00:00:00.000Z,Sold,2005-05-10T00:00:00.000Z,Sold,2003-12-05T00:00:00.000Z,Sold,1998-08-19T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"721 S Richards, Benton, AR 72015",721 S Richards,Benton,AR,,forRent,3,1544,,1650,35,https://www.zillow.com/homedetails/721-S-Richards-Benton-AR-72015/389133_zpid/,,29900,2026-08-14T00:00:00.000Z,Listed for rent,2026-08-07T00:00:00.000Z,Listing removed,2026-08-03T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Listed for rent,2023-07-28T00:00:00.000Z,Sold,2023-07-09T00:00:00.000Z,Contingent,2023-06-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22 Kirkland St, Ward, AR 72176",22 Kirkland St,Ward,AR,,forRent,3,1185,,1350,17,https://www.zillow.com/homedetails/22-Kirkland-St-Ward-AR-72176/261280_zpid/,,84000,2026-07-15T00:00:00.000Z,Listed for rent,2026-06-16T00:00:00.000Z,Sold,2026-06-14T00:00:00.000Z,Contingent,2026-06-02T00:00:00.000Z,Price change,2026-05-28T00:00:00.000Z,Listed for sale,2014-10-30T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"219 Copper Way, Little Rock, AR 72223",219 Copper Way,Little Rock,AR,,forRent,4,2420,,2999,58,https://www.zillow.com/homedetails/219-Copper-Way-Little-Rock-AR-72223/2062574264_zpid/,,470000,2026-08-21T00:00:00.000Z,Price change,2026-08-03T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Listed for rent,2023-05-31T00:00:00.000Z,Sold,2023-04-07T00:00:00.000Z,Contingent,2023-03-09T00:00:00.000Z,Listed for sale,2023-03-02T00:00:00.000Z,Listing removed,2023-01-12T00:00:00.000Z,Price change,2023-01-06T00:00:00.000Z,Listed for sale,2022-12-14T00:00:00.000Z,Listing removed,2022-11-17T00:00:00.000Z,Listed for sale,2022-11-14T00:00:00.000Z,Listing removed,2022-08-15T00:00:00.000Z,Sold,2022-06-30T00:00:00.000Z,Listed for sale,2022-01-03T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"605 Valley Vista Dr, Benton, AR 72019",605 Valley Vista Dr,Benton,AR,,forRent,4,1942,,1875,73,https://www.zillow.com/homedetails/605-Valley-Vista-Dr-Benton-AR-72019/387089_zpid/,,,2026-07-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2714 Gage Dr, Benton, AR 72019",2714 Gage Dr,Benton,AR,,forRent,3,1303,,1500,18,https://www.zillow.com/homedetails/2714-Gage-Dr-Benton-AR-72019/92431557_zpid/,,122580,2026-08-31T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Sold,2018-05-12T00:00:00.000Z,Listing removed,2018-04-07T00:00:00.000Z,Listed for rent,2018-02-11T00:00:00.000Z,Listing removed,2018-01-21T00:00:00.000Z,Price change,2017-11-09T00:00:00.000Z,Listed for rent,2017-04-11T00:00:00.000Z,Listing removed,2017-03-19T00:00:00.000Z,Listed for rent,2016-08-25T00:00:00.000Z,Listing removed,2015-11-21T00:00:00.000Z,Listing removed,2015-11-13T00:00:00.000Z,Listed for rent,2007-05-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26 Alexis Dr, Cabot, AR 72023",26 Alexis Dr,Cabot,AR,,forRent,3,1288,,1425,16,https://www.zillow.com/homedetails/26-Alexis-Dr-Cabot-AR-72023/255240_zpid/,,152900,2026-08-11T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Price change,2026-07-14T00:00:00.000Z,Listed for rent,2023-05-31T00:00:00.000Z,Listing removed,2023-05-17T00:00:00.000Z,Listed for rent,2023-03-10T00:00:00.000Z,Sold,2023-02-09T00:00:00.000Z,Contingent,2023-02-07T00:00:00.000Z,Listed for sale,2014-11-14T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1710 Cedarhurst Dr, Benton, AR 72015",1710 Cedarhurst Dr,Benton,AR,,forRent,3,1680,,1595,57,https://www.zillow.com/homedetails/1710-Cedarhurst-Dr-Benton-AR-72015/384477_zpid/,,127500,2026-09-19T00:00:00.000Z,Price change,2026-09-12T00:00:00.000Z,Price change,2026-09-04T00:00:00.000Z,Price change,2026-08-29T00:00:00.000Z,Price change,2026-06-23T00:00:00.000Z,Listed for rent,2024-05-13T00:00:00.000Z,Listing removed,2024-02-10T00:00:00.000Z,Listed for rent,2024-01-31T00:00:00.000Z,Sold,2024-01-24T00:00:00.000Z,Contingent,2024-01-22T00:00:00.000Z,Listed for sale,2019-11-07T00:00:00.000Z,Listing removed,2019-10-07T00:00:00.000Z,Listed for rent,2016-12-15T00:00:00.000Z,Listing removed,2016-01-13T00:00:00.000Z,Listing removed,2016-01-11T00:00:00.000Z,Listed for rent,2015-05-22T00:00:00.000Z,Sold,2015-01-21T00:00:00.000Z,Listing removed,2014-07-25T00:00:00.000Z,Listed for rent,2014-06-23T00:00:00.000Z,Listing removed,2014-05-25T00:00:00.000Z,Price change,2014-05-07T00:00:00.000Z,Price change,2014-04-11T00:00:00.000Z,Price change,2014-02-17T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,
"1961 Auburn Hills Dr, Benton, AR 72015",1961 Auburn Hills Dr,Benton,AR,,forRent,3,1470,,1850,46,https://www.zillow.com/homedetails/1961-Auburn-Hills-Dr-Benton-AR-72015/2061982521_zpid/,,210000,2026-08-04T00:00:00.000Z,Sold,2026-08-04T00:00:00.000Z,Listed for rent,2026-08-04T00:00:00.000Z,Contingent,2026-06-22T00:00:00.000Z,Price change,2026-05-30T00:00:00.000Z,Price change,2026-05-06T00:00:00.000Z,Price change,2026-04-27T00:00:00.000Z,Price change,2026-04-02T00:00:00.000Z,Price change,2026-03-31T00:00:00.000Z,Price change,2026-03-28T00:00:00.000Z,Listed for sale,2022-12-16T00:00:00.000Z,Sold,2022-11-18T00:00:00.000Z,Contingent,2022-11-11T00:00:00.000Z,Price change,2022-10-04T00:00:00.000Z,Price change,2022-08-23T00:00:00.000Z,Price change,2022-08-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3215 Ludwig St #B, Little Rock, AR 72204",3215 Ludwig St #B,Little Rock,AR,,forRent,3,1100,,790,25,https://www.zillow.com/homedetails/3215-Ludwig-St-B-Little-Rock-AR-72204/2081620793_zpid/,,,2026-08-24T00:00:00.000Z,Listed for rent,2026-07-21T00:00:00.000Z,Listing removed,2026-05-06T00:00:00.000Z,Listed for rent,2020-06-04T00:00:00.000Z,Listing removed,2019-12-30T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3509 Terrace Hill Ct, Benton, AR 72019",3509 Terrace Hill Ct,Benton,AR,,forRent,3,1500,,1400,18,https://www.zillow.com/homedetails/3509-Terrace-Hill-Ct-Benton-AR-72019/124735446_zpid/,,122580,2026-09-08T00:00:00.000Z,Price change,2026-08-31T00:00:00.000Z,Listed for rent,2023-07-09T00:00:00.000Z,Listing removed,2023-07-06T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Sold,2014-09-04T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38 Robinson St, Cabot, AR 72023",38 Robinson St,Cabot,AR,,forRent,4,1848,,1550,8,https://www.zillow.com/homedetails/38-Robinson-St-Cabot-AR-72023/256100_zpid/,,208000,2026-09-10T00:00:00.000Z,Listed for rent,2025-01-09T00:00:00.000Z,Sold,2024-10-05T00:00:00.000Z,Listing removed,2024-08-06T00:00:00.000Z,Listed for rent,2024-07-29T00:00:00.000Z,Sold,2023-12-20T00:00:00.000Z,Sold,2022-10-11T00:00:00.000Z,Sold,2014-11-13T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4903 Natalie Dr, Bryant, AR 72022",4903 Natalie Dr,Bryant,AR,,forRent,4,1990,,1860,25,https://www.zillow.com/homedetails/4903-Natalie-Dr-Bryant-AR-72022/82281136_zpid/,,38000,2026-08-24T00:00:00.000Z,Listed for rent,2007-08-22T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
