listingAddress/full,listingAddress/street,homeStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"1710 Cedarhurst Dr, Benton, AR 72015",1710 Cedarhurst Dr,,3,1680,,1650,42,https://www.zillow.com/homedetails/1710-Cedarhurst-Dr-Benton-AR-72015/384477_zpid/,,127500,2026-09-04T00:00:00.000Z,Price change,2026-08-29T00:00:00.000Z,Price change,2026-06-23T00:00:00.000Z,Listed for rent,2024-05-13T00:00:00.000Z,Listing removed,2024-02-10T00:00:00.000Z,Listed for rent,2024-01-31T00:00:00.000Z,Sold,2024-01-24T00:00:00.000Z,Contingent,2024-01-22T00:00:00.000Z,Listed for sale,2019-11-07T00:00:00.000Z,Listing removed,2019-10-07T00:00:00.000Z,Listed for rent,2016-12-15T00:00:00.000Z,Listing removed,2016-01-13T00:00:00.000Z,Listing removed,2016-01-11T00:00:00.000Z,Listed for rent,2015-05-22T00:00:00.000Z,Sold,2015-01-21T00:00:00.000Z,Listing removed,2014-07-25T00:00:00.000Z,Listed for rent,2014-06-23T00:00:00.000Z,Listing removed,2014-05-25T00:00:00.000Z,Price change,2014-05-07T00:00:00.000Z,Price change,2014-04-11T00:00:00.000Z,Price change,2014-02-17T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,
"13900 Ridgecrest Dr, Alexander, AR 72002",13900 Ridgecrest Dr,,3,1088,,1595,9,https://www.zillow.com/homedetails/13900-Ridgecrest-Dr-Alexander-AR-72002/49814165_zpid/,,70000,2026-08-25T00:00:00.000Z,Listed for rent,1999-01-08T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11201 Donnie Dr, Shannon Hills, AR 72103",11201 Donnie Dr,,3,1353,,1295,43,https://www.zillow.com/homedetails/11201-Donnie-Dr-Shannon-Hills-AR-72103/393627_zpid/,,134900,2026-09-04T00:00:00.000Z,Price change,2026-08-29T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for rent,2020-04-07T00:00:00.000Z,Sold,2020-04-05T00:00:00.000Z,Listing removed,2020-03-23T00:00:00.000Z,Price change,2020-03-02T00:00:00.000Z,Price change,2019-12-27T00:00:00.000Z,Listed for rent,2019-11-20T00:00:00.000Z,Listing removed,2019-11-19T00:00:00.000Z,Price change,2019-11-18T00:00:00.000Z,Price change,2019-11-16T00:00:00.000Z,Price change,2019-11-13T00:00:00.000Z,Price change,2019-11-08T00:00:00.000Z,Price change,2019-11-04T00:00:00.000Z,Price change,2019-11-02T00:00:00.000Z,Listed for sale,2019-10-31T00:00:00.000Z,Sold,2019-10-28T00:00:00.000Z,Price change,2019-10-26T00:00:00.000Z,Price change,2019-10-23T00:00:00.000Z,Price change,2019-10-22T00:00:00.000Z,Price change,2019-10-20T00:00:00.000Z,Price change,2019-10-14T00:00:00.000Z,Price change,2019-10-11T00:00:00.000Z,Price change,2019-10-09T00:00:00.000Z,Price change,2019-10-06T00:00:00.000Z,Price change,2019-10-03T00:00:00.000Z,Listed for sale,,
"3915 Ledbetter Dr, Conway, AR 72034",3915 Ledbetter Dr,,3,1052,,1100,239,https://www.zillow.com/homedetails/3915-Ledbetter-Dr-Conway-AR-72034/242880_zpid/,,134000,2026-01-14T00:00:00.000Z,Listed for rent,2026-01-14T00:00:00.000Z,Listing removed,2026-01-08T00:00:00.000Z,Listed for rent,2024-12-09T00:00:00.000Z,Listing removed,2024-10-16T00:00:00.000Z,Price change,2024-08-16T00:00:00.000Z,Listed for rent,2024-02-29T00:00:00.000Z,Listing removed,2024-02-16T00:00:00.000Z,Price change,2024-01-08T00:00:00.000Z,Listed for rent,2023-02-08T00:00:00.000Z,Listing removed,2023-01-25T00:00:00.000Z,Price change,2022-11-23T00:00:00.000Z,Listed for rent,2022-11-14T00:00:00.000Z,Sold,2022-10-13T00:00:00.000Z,Contingent,2022-10-09T00:00:00.000Z,Listed for sale,2015-07-17T00:00:00.000Z,Sold,2002-05-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,
"5041 Red Fox Trl, Bauxite, AR 72011",5041 Red Fox Trl,,3,1200,,1550,79,https://www.zillow.com/homedetails/5041-Red-Fox-Trl-Bauxite-AR-72011/2071703035_zpid/,,191000,2026-08-25T00:00:00.000Z,Price change,2026-06-23T00:00:00.000Z,Price change,2026-06-16T00:00:00.000Z,Listed for rent,2021-09-17T00:00:00.000Z,Sold,2021-06-24T00:00:00.000Z,Pending sale,2021-06-23T00:00:00.000Z,Contingent,2021-06-04T00:00:00.000Z,Price change,2021-04-30T00:00:00.000Z,Price change,2021-04-22T00:00:00.000Z,Price change,2021-04-16T00:00:00.000Z,Price change,2021-04-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"916 Desoto Pl, Benton, AR 72015",916 Desoto Pl,,3,912,,1150,20,https://www.zillow.com/homedetails/916-Desoto-Pl-Benton-AR-72015/382883_zpid/,,210000,2026-08-14T00:00:00.000Z,Listed for rent,2025-01-28T00:00:00.000Z,Listing removed,2025-01-21T00:00:00.000Z,Price change,2024-12-10T00:00:00.000Z,Listed for rent,2023-12-16T00:00:00.000Z,Listing removed,2023-10-23T00:00:00.000Z,Listed for rent,2022-10-11T00:00:00.000Z,Listing removed,2022-08-23T00:00:00.000Z,Listed for rent,2022-04-13T00:00:00.000Z,Listing removed,2022-04-06T00:00:00.000Z,Listed for rent,2022-03-26T00:00:00.000Z,Listing removed,2022-02-28T00:00:00.000Z,Price change,2022-02-11T00:00:00.000Z,Price change,2022-01-31T00:00:00.000Z,Listed for rent,2021-08-06T00:00:00.000Z,Sold,2016-07-27T00:00:00.000Z,Sold,2016-02-24T00:00:00.000Z,Listed for sale,2016-01-22T00:00:00.000Z,Listing removed,2016-01-19T00:00:00.000Z,Listed for sale,2009-08-28T00:00:00.000Z,Listing removed,2009-02-04T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,
"831 Watkins St, Conway, AR 72034",831 Watkins St,,3,1176,,1175,8,https://www.zillow.com/homedetails/831-Watkins-St-Conway-AR-72034/237666_zpid/,,85000,2026-08-27T00:00:00.000Z,Listed for rent,2025-12-01T00:00:00.000Z,Listing removed,2025-10-29T00:00:00.000Z,Listed for rent,2019-08-02T00:00:00.000Z,Listing removed,2019-07-17T00:00:00.000Z,Price change,2019-07-13T00:00:00.000Z,Listed for rent,2018-11-15T00:00:00.000Z,Listing removed,2018-08-03T00:00:00.000Z,Listed for rent,2017-10-03T00:00:00.000Z,Listing removed,2017-09-29T00:00:00.000Z,Price change,2017-09-12T00:00:00.000Z,Listed for rent,2016-11-22T00:00:00.000Z,Listing removed,2016-07-07T00:00:00.000Z,Listing removed,2014-11-19T00:00:00.000Z,Listing removed,2014-10-31T00:00:00.000Z,Listed for rent,2014-06-25T00:00:00.000Z,Sold,2012-01-25T00:00:00.000Z,Listing removed,2012-01-06T00:00:00.000Z,Listed for sale,2008-10-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,
"1609 Rushing Cir, Conway, AR 72032",1609 Rushing Cir,,3,1400,,1475,3,https://www.zillow.com/homedetails/1609-Rushing-Cir-Conway-AR-72032/235792_zpid/,,116000,2026-08-31T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-06-19T00:00:00.000Z,Listed for rent,2024-06-19T00:00:00.000Z,Listing removed,2024-05-25T00:00:00.000Z,Listed for rent,2023-03-31T00:00:00.000Z,Listing removed,2023-03-22T00:00:00.000Z,Listed for rent,2022-08-11T00:00:00.000Z,Listing removed,2022-08-02T00:00:00.000Z,Listed for rent,2019-02-28T00:00:00.000Z,Listing removed,2019-01-02T00:00:00.000Z,Listed for rent,2015-07-25T00:00:00.000Z,Listing removed,2015-07-03T00:00:00.000Z,Listed for rent,2014-10-30T00:00:00.000Z,Sold,2013-09-22T00:00:00.000Z,Listing removed,2013-09-13T00:00:00.000Z,Price change,2013-08-03T00:00:00.000Z,Listed for rent,2010-01-13T00:00:00.000Z,Sold,2009-12-04T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,
"3201 Stivers Blvd, Bryant, AR 72022",3201 Stivers Blvd,,3,1279,,1495,34,https://www.zillow.com/homedetails/3201-Stivers-Blvd-Bryant-AR-72022/391950_zpid/,,125000,2026-09-01T00:00:00.000Z,Price change,2026-08-10T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2022-12-14T00:00:00.000Z,Listing removed,2022-12-05T00:00:00.000Z,Listed for rent,2020-07-28T00:00:00.000Z,Listing removed,2020-07-21T00:00:00.000Z,Listed for rent,2020-07-20T00:00:00.000Z,Sold,2016-10-28T00:00:00.000Z,Sold,2016-08-21T00:00:00.000Z,Listed for sale,2008-08-15T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"307 S 4th St, Benton, AR 72015",307 S 4th St,,3,1051,,1600,4,https://www.zillow.com/homedetails/307-S-4th-St-Benton-AR-72015/386521_zpid/,,161000,2026-08-31T00:00:00.000Z,Listed for rent,2025-05-30T00:00:00.000Z,Listing removed,2025-05-20T00:00:00.000Z,Sold,2025-05-20T00:00:00.000Z,Listed for rent,2025-04-19T00:00:00.000Z,Contingent,2025-04-18T00:00:00.000Z,Listed for sale,2023-03-31T00:00:00.000Z,Sold,2023-03-02T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2721 Timbermist Dr, Benton, AR 72015",2721 Timbermist Dr,,3,1200,,1600,4,https://www.zillow.com/homedetails/2721-Timbermist-Dr-Benton-AR-72015/386806_zpid/,,83000,2026-08-30T00:00:00.000Z,Listed for rent,2025-09-01T00:00:00.000Z,Listing removed,2025-06-30T00:00:00.000Z,Price change,2025-03-03T00:00:00.000Z,Price change,2024-12-20T00:00:00.000Z,Listed for rent,2024-12-06T00:00:00.000Z,Listing removed,2024-11-26T00:00:00.000Z,Price change,2024-11-20T00:00:00.000Z,Listed for rent,2024-11-12T00:00:00.000Z,Listing removed,2024-10-30T00:00:00.000Z,Price change,2024-10-23T00:00:00.000Z,Listed for rent,2023-06-20T00:00:00.000Z,Listing removed,2023-06-03T00:00:00.000Z,Listed for rent,2023-05-22T00:00:00.000Z,Listing removed,2023-05-01T00:00:00.000Z,Price change,2023-04-04T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2017-08-01T00:00:00.000Z,Listing removed,2017-07-22T00:00:00.000Z,Listed for rent,2011-04-13T00:00:00.000Z,Sold,2011-02-02T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,
"2906 Pamela, Benton, AR 72015",2906 Pamela,,3,1372,,1495,10,https://www.zillow.com/homedetails/2906-Pamela-Benton-AR-72015/385308_zpid/,,,2026-08-25T00:00:00.000Z,Listed for rent,2025-08-04T00:00:00.000Z,Listing removed,2025-07-29T00:00:00.000Z,Price change,2025-07-08T00:00:00.000Z,Price change,2025-03-05T00:00:00.000Z,Listed for rent,2025-02-27T00:00:00.000Z,Listing removed,2025-02-24T00:00:00.000Z,Price change,2025-02-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"921 Banner St, Benton, AR 72015",921 Banner St,,3,1375,,1600,81,https://www.zillow.com/homedetails/921-Banner-St-Benton-AR-72015/384140_zpid/,,16500,2026-06-14T00:00:00.000Z,Listed for rent,2025-12-10T00:00:00.000Z,Listing removed,2025-11-09T00:00:00.000Z,Price change,2025-09-26T00:00:00.000Z,Listed for rent,2025-06-24T00:00:00.000Z,Listing removed,2025-06-10T00:00:00.000Z,Listed for rent,2025-06-09T00:00:00.000Z,Listing removed,2025-03-26T00:00:00.000Z,Listed for sale,2024-01-31T00:00:00.000Z,Sold,2023-03-30T00:00:00.000Z,Sold,2005-10-06T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1105 River Oaks Dr, Benton, AR 72019",1105 River Oaks Dr,,4,2350,,2600,30,https://www.zillow.com/homedetails/1105-River-Oaks-Dr-Benton-AR-72019/453260567_zpid/,,,2026-08-04T00:00:00.000Z,Listed for rent,2025-07-28T00:00:00.000Z,Listing removed,2025-07-04T00:00:00.000Z,Price change,2025-06-21T00:00:00.000Z,Price change,2025-06-12T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3233 Drake Dr, Benton, AR 72019",3233 Drake Dr,,3,1573,,1700,9,https://www.zillow.com/homedetails/3233-Drake-Dr-Benton-AR-72019/71713283_zpid/,,,2026-08-25T00:00:00.000Z,Listed for rent,2023-05-08T00:00:00.000Z,Listing removed,2023-04-26T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2019-04-08T00:00:00.000Z,Listing removed,2019-03-26T00:00:00.000Z,Listed for rent,2017-03-06T00:00:00.000Z,Listing removed,2017-02-23T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4825 Coronell Way, Bryant, AR 72022",4825 Coronell Way,,4,2060,,3050,17,https://www.zillow.com/homedetails/4825-Coronell-Way-Bryant-AR-72022/453104565_zpid/,,,2026-07-13T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7 Cabernet Way, Mayflower, AR 72106",7 Cabernet Way,,3,1290,,1600,1,https://www.zillow.com/homedetails/7-Cabernet-Way-Mayflower-AR-72106/463057997_zpid/,,208300,2026-09-02T00:00:00.000Z,Listed for rent,2026-08-28T00:00:00.000Z,Sold,2026-08-12T00:00:00.000Z,Price change,2026-08-11T00:00:00.000Z,Listed for sale,2026-08-11T00:00:00.000Z,Contingent,2026-08-10T00:00:00.000Z,Price change,2026-07-08T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"614 SE 2nd St, Bryant, AR 72022",614 SE 2nd St,,4,2060,,1900,17,https://www.zillow.com/homedetails/614-SE-2nd-St-Bryant-AR-72022/55095755_zpid/,,145000,2026-08-18T00:00:00.000Z,Listed for rent,2025-04-16T00:00:00.000Z,Listing removed,2025-04-11T00:00:00.000Z,Listed for rent,2021-04-08T00:00:00.000Z,Listing removed,2021-04-06T00:00:00.000Z,Listed for rent,2021-02-11T00:00:00.000Z,Sold,2021-01-10T00:00:00.000Z,Listed for sale,2019-05-31T00:00:00.000Z,Sold,2019-05-16T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"605 Valley Vista Dr, Benton, AR 72019",605 Valley Vista Dr,,4,1942,,1875,58,https://www.zillow.com/homedetails/605-Valley-Vista-Dr-Benton-AR-72019/387089_zpid/,,,2026-07-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"721 S Richards, Benton, AR 72015",721 S Richards,,3,1544,,1650,20,https://www.zillow.com/homedetails/721-S-Richards-Benton-AR-72015/389133_zpid/,,29900,2026-08-14T00:00:00.000Z,Listed for rent,2026-08-07T00:00:00.000Z,Listing removed,2026-08-03T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Listed for rent,2023-07-28T00:00:00.000Z,Sold,2023-07-09T00:00:00.000Z,Contingent,2023-06-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"623 Dyer Cir, Benton, AR 72015",623 Dyer Cir,,3,2053,,1995,6,https://www.zillow.com/homedetails/623-Dyer-Cir-Benton-AR-72015/386376_zpid/,,87000,2026-07-27T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Listed for rent,2004-07-02T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104 S Shady Ln, Benton, AR 72015",104 S Shady Ln,,4,1550,,1500,16,https://www.zillow.com/homedetails/104-S-Shady-Ln-Benton-AR-72015/2061680659_zpid/,,,2026-09-02T00:00:00.000Z,Price change,2026-08-18T00:00:00.000Z,Listed for rent,2025-06-25T00:00:00.000Z,Listing removed,2025-06-12T00:00:00.000Z,Listed for rent,2022-09-15T00:00:00.000Z,Listing removed,2022-09-03T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13824 Joan Dr, Shannon Hills, AR 72103",13824 Joan Dr,,4,1200,,1400,0,https://www.zillow.com/homedetails/13824-Joan-Dr-Shannon-Hills-AR-72103/393598_zpid/,,59000,2026-07-12T00:00:00.000Z,Listed for rent,2019-03-19T00:00:00.000Z,Listing removed,2018-09-14T00:00:00.000Z,Listed for rent,2018-09-13T00:00:00.000Z,Sold,2018-07-24T00:00:00.000Z,Price change,2018-07-04T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5845 Heritage Heights Dr, Benton, AR 72019",5845 Heritage Heights Dr,,4,1725,,1750,17,https://www.zillow.com/homedetails/5845-Heritage-Heights-Dr-Benton-AR-72019/440162513_zpid/,,,2026-08-17T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-09-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13723 Southfork Dr, Alexander, AR 72002",13723 Southfork Dr,,3,1311,,1450,38,https://www.zillow.com/homedetails/13723-Southfork-Dr-Alexander-AR-72002/393770_zpid/,,135000,2026-07-27T00:00:00.000Z,Listed for rent,2026-07-10T00:00:00.000Z,Sold,2021-06-23T00:00:00.000Z,Listing removed,2021-06-18T00:00:00.000Z,Listed for rent,2019-06-13T00:00:00.000Z,Sold,2019-05-31T00:00:00.000Z,Price change,2019-05-30T00:00:00.000Z,Price change,2019-05-25T00:00:00.000Z,Price change,2019-05-23T00:00:00.000Z,Price change,2019-05-20T00:00:00.000Z,Price change,2019-05-17T00:00:00.000Z,Price change,2019-05-16T00:00:00.000Z,Price change,2019-05-15T00:00:00.000Z,Price change,2019-05-12T00:00:00.000Z,Price change,2019-05-10T00:00:00.000Z,Price change,2019-05-09T00:00:00.000Z,Price change,2019-05-07T00:00:00.000Z,Price change,2019-05-05T00:00:00.000Z,Price change,2019-05-02T00:00:00.000Z,Price change,2019-02-11T00:00:00.000Z,Price change,2019-01-15T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,
"3123 Lori Lake Rd, Benton, AR 72019",3123 Lori Lake Rd,,3,1280,,1000,182,https://www.zillow.com/homedetails/3123-Lori-Lake-Rd-Benton-AR-72019/453026788_zpid/,,,2025-06-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"127 Rachel Cv, Haskell, AR 72015",127 Rachel Cv,,3,1456,,1200,55,https://www.zillow.com/homedetails/127-Rachel-Cv-Haskell-AR-72015/92428814_zpid/,,,2026-07-10T00:00:00.000Z,Listed for rent,2025-01-29T00:00:00.000Z,Listing removed,2025-01-07T00:00:00.000Z,Listed for rent,2024-12-13T00:00:00.000Z,Listing removed,2024-10-22T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"608 Gertrude St, Benton, AR 72015",608 Gertrude St,,3,1025,,1200,1,https://www.zillow.com/homedetails/608-Gertrude-St-Benton-AR-72015/68020650_zpid/,,125900,2026-09-03T00:00:00.000Z,Listed for rent,2023-07-11T00:00:00.000Z,Listing removed,2023-05-22T00:00:00.000Z,Listed for rent,2021-08-06T00:00:00.000Z,Sold,2021-07-09T00:00:00.000Z,Listed for sale,2010-08-26T00:00:00.000Z,Sold,2004-12-01T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2423 S Chatfield Rd, Bauxite, AR 72011",2423 S Chatfield Rd,,4,1802,,1850,4,https://www.zillow.com/homedetails/2423-S-Chatfield-Rd-Bauxite-AR-72011/114169056_zpid/,,99000,2026-08-30T00:00:00.000Z,Listed for rent,2026-07-20T00:00:00.000Z,Listing removed,2026-06-26T00:00:00.000Z,Price change,2026-06-12T00:00:00.000Z,Listed for rent,2025-11-26T00:00:00.000Z,Sold,2025-10-29T00:00:00.000Z,Contingent,2025-10-27T00:00:00.000Z,Listed for sale,2025-10-08T00:00:00.000Z,Contingent,2025-10-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"124 Im Dr, Maumelle, AR 72113",124 Im Dr,,4,1500,,1950,59,https://www.zillow.com/homedetails/124-Im-Dr-Maumelle-AR-72113/2056969175_zpid/,,222925,2026-07-06T00:00:00.000Z,Listed for rent,2025-08-27T00:00:00.000Z,Listing removed,2025-07-18T00:00:00.000Z,Listed for rent,2024-08-21T00:00:00.000Z,Listing removed,2024-07-30T00:00:00.000Z,Listed for rent,2023-09-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26 Mustang Dr, Cabot, AR 72023",26 Mustang Dr,,3,1537,,1550,56,https://www.zillow.com/homedetails/26-Mustang-Dr-Cabot-AR-72023/63160976_zpid/,,310000,2026-09-04T00:00:00.000Z,Price change,2026-08-19T00:00:00.000Z,Price change,2026-07-10T00:00:00.000Z,Listed for rent,2024-06-27T00:00:00.000Z,Sold,2024-06-15T00:00:00.000Z,Listing removed,2024-04-04T00:00:00.000Z,Listed for rent,2024-03-21T00:00:00.000Z,Sold,2024-03-15T00:00:00.000Z,Contingent,2024-03-10T00:00:00.000Z,Listed for sale,2018-07-02T00:00:00.000Z,Listing removed,2018-06-26T00:00:00.000Z,Listed for rent,2017-02-07T00:00:00.000Z,Listing removed,2017-02-02T00:00:00.000Z,Listed for rent,2015-11-06T00:00:00.000Z,Listing removed,2015-10-11T00:00:00.000Z,Listed for rent,2015-08-31T00:00:00.000Z,Listing removed,2015-08-22T00:00:00.000Z,Listed for rent,2014-09-19T00:00:00.000Z,Listing removed,2014-09-04T00:00:00.000Z,Listed for rent,2013-08-26T00:00:00.000Z,Listing removed,2013-08-21T00:00:00.000Z,Listed for rent,2011-03-03T00:00:00.000Z,Listing removed,2011-02-15T00:00:00.000Z,Listed for sale,2011-01-26T00:00:00.000Z,Sold,2010-11-26T00:00:00.000Z,Price change,2010-05-30T00:00:00.000Z,Listed for sale,,,,
"110 Vienne Pl, Maumelle, AR 72113",110 Vienne Pl,,3,1553,,1850,12,https://www.zillow.com/homedetails/110-Vienne-Pl-Maumelle-AR-72113/118161409_zpid/,,180000,2026-08-23T00:00:00.000Z,Listed for rent,2022-07-08T00:00:00.000Z,Listing removed,2022-07-02T00:00:00.000Z,Listed for sale,2019-06-02T00:00:00.000Z,Listing removed,2019-05-13T00:00:00.000Z,Listed for rent,2013-05-17T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1431 Mammoth Rd, Hickory, NC 28602",1431 Mammoth Rd,,5,2368,,2295,2,https://www.zillow.com/homedetails/1431-Mammoth-Rd-Hickory-NC-28602/455924046_zpid/,,307679,2026-09-01T00:00:00.000Z,Listed for rent,2026-08-31T00:00:00.000Z,Sold,2026-07-20T00:00:00.000Z,Pending sale,2026-07-14T00:00:00.000Z,Price change,2026-06-30T00:00:00.000Z,Price change,2026-02-23T00:00:00.000Z,Listed for sale,2025-10-07T00:00:00.000Z,Listing removed,2025-08-13T00:00:00.000Z,Price change,2025-08-12T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16 Mustang Dr, Cabot, AR 72023",16 Mustang Dr,,3,1494,,1450,27,https://www.zillow.com/homedetails/16-Mustang-Dr-Cabot-AR-72023/63160974_zpid/,,2988,2026-08-07T00:00:00.000Z,Listed for rent,2020-02-08T00:00:00.000Z,Listing removed,2020-01-25T00:00:00.000Z,Listed for rent,2018-12-12T00:00:00.000Z,Listing removed,2018-11-14T00:00:00.000Z,Listed for rent,2012-08-23T00:00:00.000Z,Sold,2004-02-25T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1359 37th Avenue Ln NE, Hickory, NC 28601",1359 37th Avenue Ln NE,,4,1927,,2300,21,https://www.zillow.com/homedetails/1359-37th-Avenue-Ln-NE-Hickory-NC-28601/455923523_zpid/,,,2026-08-13T00:00:00.000Z,Listed for rent,2025-10-07T00:00:00.000Z,Listing removed,2025-09-16T00:00:00.000Z,Price change,2025-08-13T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21 Meadowlark Dr, Cabot, AR 72023",21 Meadowlark Dr,,3,1013,,1395,23,https://www.zillow.com/homedetails/21-Meadowlark-Dr-Cabot-AR-72023/255213_zpid/,,147900,2026-08-12T00:00:00.000Z,Listed for rent,2024-01-16T00:00:00.000Z,Listing removed,2024-01-04T00:00:00.000Z,Sold,2023-08-22T00:00:00.000Z,Sold,2023-07-17T00:00:00.000Z,Contingent,2023-05-12T00:00:00.000Z,Listed for sale,2023-04-19T00:00:00.000Z,Listing removed,2023-03-17T00:00:00.000Z,Listed for rent,2022-03-21T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
