listingAddress/full,listingAddress/street,homeStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"1306 Bellemeade Dr, Conway, AR 72034",1306 Bellemeade Dr,,3,2220,,1775,21,https://www.zillow.com/homedetails/1306-Bellemeade-Dr-Conway-AR-72034/234155_zpid/,,89090,2026-08-13T00:00:00.000Z,Listed for rent,2025-06-20T00:00:00.000Z,Listing removed,2025-05-09T00:00:00.000Z,Listed for rent,2017-12-01T00:00:00.000Z,Listing removed,2017-08-20T00:00:00.000Z,Price change,2017-05-31T00:00:00.000Z,Listed for sale,2013-10-16T00:00:00.000Z,Listing removed,2013-07-18T00:00:00.000Z,Listed for sale,2013-04-01T00:00:00.000Z,Sold,2012-06-28T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1810 Rich Smith Ln, Conway, AR 72032",1810 Rich Smith Ln,,3,2310,,2500,38,https://www.zillow.com/homedetails/1810-Rich-Smith-Ln-Conway-AR-72032/102992676_zpid/,,,2026-07-27T00:00:00.000Z,Price change,2026-06-22T00:00:00.000Z,Price change,2026-04-22T00:00:00.000Z,Price change,2026-01-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4533 Western Woods Dr, Benton, AR 72015",4533 Western Woods Dr,,4,1984,,1845,6,https://www.zillow.com/homedetails/4533-Western-Woods-Dr-Benton-AR-72015/2061640122_zpid/,,313100,2026-08-29T00:00:00.000Z,Listed for rent,2025-08-14T00:00:00.000Z,Listing removed,2025-07-15T00:00:00.000Z,Listed for rent,2023-03-31T00:00:00.000Z,Sold,2022-11-09T00:00:00.000Z,Price change,2022-10-21T00:00:00.000Z,Listed for sale,2022-10-21T00:00:00.000Z,Listing removed,2022-09-08T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2845 York Ln, Conway, AR 72034",2845 York Ln,,3,1600,,1595,6,https://www.zillow.com/homedetails/2845-York-Ln-Conway-AR-72034/63265218_zpid/,,245000,2026-08-28T00:00:00.000Z,Listed for rent,2025-07-18T00:00:00.000Z,Listing removed,2025-07-07T00:00:00.000Z,Listed for rent,2024-10-26T00:00:00.000Z,Listing removed,2024-10-14T00:00:00.000Z,Listed for rent,2023-12-08T00:00:00.000Z,Sold,2023-11-06T00:00:00.000Z,Contingent,2023-10-12T00:00:00.000Z,Price change,2023-09-25T00:00:00.000Z,Listed for sale,2017-01-13T00:00:00.000Z,Sold,2016-12-01T00:00:00.000Z,Price change,2016-11-23T00:00:00.000Z,Price change,2016-11-11T00:00:00.000Z,Listed for sale,2012-12-03T00:00:00.000Z,Sold,2012-09-12T00:00:00.000Z,Listed for sale,2009-11-05T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,
"13757 Cedar Glen Cv, Alexander, AR 72002",13757 Cedar Glen Cv,,3,1408,,1575,8,https://www.zillow.com/homedetails/13757-Cedar-Glen-Cv-Alexander-AR-72002/92432562_zpid/,,124900,2026-08-26T00:00:00.000Z,Listed for rent,2017-02-19T00:00:00.000Z,Listing removed,2017-01-26T00:00:00.000Z,Listed for rent,2007-07-18T00:00:00.000Z,Sold,2007-01-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4660 Graham Dr, Conway, AR 72034",4660 Graham Dr,,3,1172,,1400,14,https://www.zillow.com/homedetails/4660-Graham-Dr-Conway-AR-72034/59917937_zpid/,,109000,2026-08-20T00:00:00.000Z,Listed for rent,2023-05-19T00:00:00.000Z,Listing removed,2023-05-18T00:00:00.000Z,Listed for rent,2009-06-22T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"424 Ables Loop, Ward, AR 72176",424 Ables Loop,,3,1280,,1400,22,https://www.zillow.com/homedetails/424-Ables-Loop-Ward-AR-72176/67447121_zpid/,,,2026-08-12T00:00:00.000Z,Listed for rent,2025-10-01T00:00:00.000Z,Listing removed,2025-08-06T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"227 Iris St, Haskell, AR 72015",227 Iris St,,3,1420,,1725,38,https://www.zillow.com/homedetails/227-Iris-St-Haskell-AR-72015/2060765172_zpid/,,195000,2026-08-27T00:00:00.000Z,Price change,2026-07-27T00:00:00.000Z,Listed for rent,2023-02-16T00:00:00.000Z,Listing removed,2023-02-08T00:00:00.000Z,Price change,2023-01-26T00:00:00.000Z,Price change,2022-12-09T00:00:00.000Z,Listed for rent,2022-11-10T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2530 Peabody Dr, Conway, AR 72032",2530 Peabody Dr,,3,1271,,1500,19,https://www.zillow.com/homedetails/2530-Peabody-Dr-Conway-AR-72032/239829_zpid/,,199000,2026-08-15T00:00:00.000Z,Listed for rent,2025-07-28T00:00:00.000Z,Sold,2025-06-29T00:00:00.000Z,Contingent,2025-06-28T00:00:00.000Z,Listed for sale,2014-12-23T00:00:00.000Z,Sold,2013-09-19T00:00:00.000Z,Sold,2013-06-28T00:00:00.000Z,Listed for sale,2012-12-14T00:00:00.000Z,Listing removed,2012-10-15T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4555 Graham Dr, Conway, AR 72034",4555 Graham Dr,,3,1192,,1400,21,https://www.zillow.com/homedetails/4555-Graham-Dr-Conway-AR-72034/59917944_zpid/,,185000,2026-08-13T00:00:00.000Z,Listed for rent,2024-10-02T00:00:00.000Z,Listing removed,2024-09-23T00:00:00.000Z,Listed for rent,2023-07-28T00:00:00.000Z,Sold,2023-06-28T00:00:00.000Z,Contingent,2023-06-28T00:00:00.000Z,Listed for sale,2021-03-24T00:00:00.000Z,Listing removed,2016-11-28T00:00:00.000Z,Listing removed,2016-11-28T00:00:00.000Z,Listed for sale,2016-09-29T00:00:00.000Z,Sold,2016-09-06T00:00:00.000Z,Pending sale,2016-07-30T00:00:00.000Z,Price change,2016-07-21T00:00:00.000Z,Listed for sale,2011-06-21T00:00:00.000Z,Sold,2005-10-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,
"1267 Hamilton St, Conway, AR 72032",1267 Hamilton St,,3,1056,,1233,15,https://www.zillow.com/homedetails/1267-Hamilton-St-Conway-AR-72032/234905_zpid/,,52000,2026-08-20T00:00:00.000Z,Listed for rent,2024-09-19T00:00:00.000Z,Listing removed,2024-09-17T00:00:00.000Z,Price change,2024-09-15T00:00:00.000Z,Price change,2024-09-13T00:00:00.000Z,Listed for rent,2022-12-30T00:00:00.000Z,Listing removed,2022-12-17T00:00:00.000Z,Price change,2022-12-03T00:00:00.000Z,Price change,2022-11-22T00:00:00.000Z,Price change,2022-11-08T00:00:00.000Z,Listed for rent,2022-11-04T00:00:00.000Z,Listing removed,2022-10-28T00:00:00.000Z,Price change,2022-09-30T00:00:00.000Z,Listed for sale,2021-12-14T00:00:00.000Z,Sold,2015-03-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,
"16 Emerald Cir, Cabot, AR 72023",16 Emerald Cir,,3,1959,,1850,50,https://www.zillow.com/homedetails/16-Emerald-Cir-Cabot-AR-72023/254439_zpid/,,3400000,2026-08-19T00:00:00.000Z,Price change,2026-07-25T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Listed for rent,2015-04-15T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3264 Sidell Estates Dr, Benton, AR 72015",3264 Sidell Estates Dr,,4,1652,,1795,20,https://www.zillow.com/homedetails/3264-Sidell-Estates-Dr-Benton-AR-72015/2063496322_zpid/,,,2026-08-14T00:00:00.000Z,Listed for rent,2022-07-02T00:00:00.000Z,Listing removed,2022-06-10T00:00:00.000Z,Price change,2022-04-28T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1310 Addy Brook St, Conway, AR 72032",1310 Addy Brook St,,3,1422,,1600,19,https://www.zillow.com/homedetails/1310-Addy-Brook-St-Conway-AR-72032/82287140_zpid/,,143000,2026-08-28T00:00:00.000Z,Price change,2026-08-15T00:00:00.000Z,Listed for rent,2017-12-05T00:00:00.000Z,Sold,2017-05-19T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 S Hampton Cv, Conway, AR 72034",2 S Hampton Cv,,3,1680,,1700,10,https://www.zillow.com/homedetails/2-S-Hampton-Cv-Conway-AR-72034/234006_zpid/,,244000,2026-08-24T00:00:00.000Z,Listed for rent,2022-12-20T00:00:00.000Z,Sold,2022-11-28T00:00:00.000Z,Contingent,2022-11-22T00:00:00.000Z,Price change,2022-11-17T00:00:00.000Z,Listed for sale,2022-08-15T00:00:00.000Z,Listing removed,2022-08-13T00:00:00.000Z,Listed for rent,2021-12-19T00:00:00.000Z,Listing removed,2021-12-10T00:00:00.000Z,Listed for rent,2016-12-09T00:00:00.000Z,Sold,2016-10-18T00:00:00.000Z,Price change,2016-08-15T00:00:00.000Z,Listed for sale,2014-11-03T00:00:00.000Z,Sold,2013-04-17T00:00:00.000Z,Sold,2013-01-26T00:00:00.000Z,Price change,2013-01-09T00:00:00.000Z,Price change,2012-11-23T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,
"2704 Timbermist Cir, Benton, AR 72015",2704 Timbermist Cir,,3,1206,,1495,8,https://www.zillow.com/homedetails/2704-Timbermist-Cir-Benton-AR-72015/386784_zpid/,,180000,2026-08-26T00:00:00.000Z,Listed for rent,2026-01-22T00:00:00.000Z,Listing removed,2025-12-20T00:00:00.000Z,Listed for rent,2025-07-21T00:00:00.000Z,Listing removed,2025-06-12T00:00:00.000Z,Listed for rent,2023-07-27T00:00:00.000Z,Listing removed,2023-07-12T00:00:00.000Z,Listed for rent,2023-02-24T00:00:00.000Z,Sold,2023-01-20T00:00:00.000Z,Listed for sale,2015-04-03T00:00:00.000Z,Listing removed,2015-02-12T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"313 S Neeley St, Benton, AR 72015",313 S Neeley St,,3,1800,,1625,17,https://www.zillow.com/homedetails/313-S-Neeley-St-Benton-AR-72015/2067919637_zpid/,,205000,2026-08-17T00:00:00.000Z,Listed for rent,2025-09-14T00:00:00.000Z,Listing removed,2025-09-02T00:00:00.000Z,Listed for rent,2023-02-17T00:00:00.000Z,Listing removed,2023-01-29T00:00:00.000Z,Listed for rent,2021-11-03T00:00:00.000Z,Listing removed,2021-10-25T00:00:00.000Z,Price change,2021-10-19T00:00:00.000Z,Price change,2021-10-12T00:00:00.000Z,Listed for rent,2021-08-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21 Willard St, Ward, AR 72176",21 Willard St,,3,1301,,1395,20,https://www.zillow.com/homedetails/21-Willard-St-Ward-AR-72176/55151159_zpid/,,165000,2026-08-14T00:00:00.000Z,Listed for rent,2022-08-08T00:00:00.000Z,Sold,2014-12-24T00:00:00.000Z,Listing removed,2014-11-06T00:00:00.000Z,Price change,2014-10-02T00:00:00.000Z,Listed for rent,2014-04-10T00:00:00.000Z,Listing removed,2014-03-01T00:00:00.000Z,Listed for rent,2014-02-18T00:00:00.000Z,Listing removed,2014-02-07T00:00:00.000Z,Price change,2014-01-09T00:00:00.000Z,Price change,2013-10-25T00:00:00.000Z,Price change,2013-08-24T00:00:00.000Z,Listed for sale,2013-05-23T00:00:00.000Z,Listing removed,2013-04-18T00:00:00.000Z,Price change,2013-03-30T00:00:00.000Z,Price change,2013-03-13T00:00:00.000Z,Price change,2013-02-26T00:00:00.000Z,Price change,2013-02-10T00:00:00.000Z,Listed for sale,2012-07-04T00:00:00.000Z,Listing removed,2012-05-16T00:00:00.000Z,Price change,2012-04-12T00:00:00.000Z,Price change,2012-04-09T00:00:00.000Z,Price change,2012-03-23T00:00:00.000Z,Price change,2012-03-15T00:00:00.000Z,Listed for sale,,,,,,,,
"102 Rosebud Cir, Cabot, AR 72023",102 Rosebud Cir,,3,1277,,1450,34,https://www.zillow.com/homedetails/102-Rosebud-Cir-Cabot-AR-72023/63160774_zpid/,,199000,2026-07-31T00:00:00.000Z,Listed for rent,2024-10-10T00:00:00.000Z,Listing removed,2024-10-09T00:00:00.000Z,Price change,2024-09-26T00:00:00.000Z,Listed for rent,2024-08-23T00:00:00.000Z,Sold,2024-07-15T00:00:00.000Z,Listed for sale,2019-02-08T00:00:00.000Z,Sold,2019-01-11T00:00:00.000Z,Pending sale,2018-12-01T00:00:00.000Z,Price change,2018-09-22T00:00:00.000Z,Price change,2018-08-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"627 Timberline Rd, Jacksonville, AR 72076",627 Timberline Rd,,3,1305,,1725,48,https://www.zillow.com/homedetails/627-Timberline-Rd-Jacksonville-AR-72076/449592145_zpid/,,,2026-07-17T00:00:00.000Z,Listed for rent,2025-07-17T00:00:00.000Z,Listing removed,2025-07-01T00:00:00.000Z,Price change,2025-05-20T00:00:00.000Z,Listed for rent,2025-04-09T00:00:00.000Z,Listing removed,2025-04-09T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2250 Wilmington Dr, Conway, AR 72034",2250 Wilmington Dr,,3,1449,,1600,49,https://www.zillow.com/homedetails/2250-Wilmington-Dr-Conway-AR-72034/59917837_zpid/,,141000,2026-07-16T00:00:00.000Z,Listed for rent,2023-03-14T00:00:00.000Z,Listing removed,2023-03-10T00:00:00.000Z,Listed for rent,2020-01-10T00:00:00.000Z,Listing removed,2019-11-04T00:00:00.000Z,Listed for rent,2017-08-31T00:00:00.000Z,Sold,2017-07-31T00:00:00.000Z,Price change,2017-07-17T00:00:00.000Z,Listed for sale,2005-02-23T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31 Haley Renee Dr, Greenbrier, AR 72058",31 Haley Renee Dr,,3,1527,,1400,29,https://www.zillow.com/homedetails/31-Haley-Renee-Dr-Greenbrier-AR-72058/464349852_zpid/,,,2026-08-05T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1067 Huntington Dr, Benton, AR 72019",1067 Huntington Dr,,4,1459,,1545,21,https://www.zillow.com/homedetails/1067-Huntington-Dr-Benton-AR-72019/2061767452_zpid/,,,2026-08-13T00:00:00.000Z,Listed for rent,2024-11-08T00:00:00.000Z,Listing removed,2024-11-05T00:00:00.000Z,Listed for rent,2024-03-22T00:00:00.000Z,Listing removed,2024-02-27T00:00:00.000Z,Listed for rent,2023-02-14T00:00:00.000Z,Listing removed,2023-01-26T00:00:00.000Z,Listed for rent,2022-12-17T00:00:00.000Z,Listing removed,2022-12-01T00:00:00.000Z,Price change,2022-11-11T00:00:00.000Z,Price change,2022-08-26T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"677 Joyner Loop, Lonoke, AR 72086",677 Joyner Loop,,3,1280,,900,34,https://www.zillow.com/homedetails/677-Joyner-Loop-Lonoke-AR-72086/99406145_zpid/,,,2026-07-31T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2020-01-24T00:00:00.000Z,Listing removed,2020-01-08T00:00:00.000Z,Listed for rent,2019-04-01T00:00:00.000Z,Listing removed,2019-03-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104 Herald Pl, Cabot, AR 72023",104 Herald Pl,,3,1232,,1095,31,https://www.zillow.com/homedetails/104-Herald-Pl-Cabot-AR-72023/252206_zpid/,,155000,2026-08-03T00:00:00.000Z,Listed for rent,2024-11-23T00:00:00.000Z,Listing removed,2024-11-14T00:00:00.000Z,Listed for rent,2023-12-28T00:00:00.000Z,Listing removed,2023-11-10T00:00:00.000Z,Price change,2023-10-18T00:00:00.000Z,Listed for rent,2022-04-09T00:00:00.000Z,Listing removed,2022-02-16T00:00:00.000Z,Listed for rent,2019-06-20T00:00:00.000Z,Listing removed,2019-05-08T00:00:00.000Z,Listed for rent,2018-08-24T00:00:00.000Z,Listing removed,2018-08-16T00:00:00.000Z,Price change,2018-08-01T00:00:00.000Z,Listed for rent,2017-12-07T00:00:00.000Z,Listing removed,2017-10-14T00:00:00.000Z,Listed for rent,2013-01-30T00:00:00.000Z,Sold,2008-01-10T00:00:00.000Z,Sold,1988-08-30T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,
"2220 Chase Dr, Conway, AR 72034",2220 Chase Dr,,3,1582,,1850,49,https://www.zillow.com/homedetails/2220-Chase-Dr-Conway-AR-72034/35730147_zpid/,,141000,2026-07-16T00:00:00.000Z,Listed for rent,2025-04-11T00:00:00.000Z,Listing removed,2025-04-06T00:00:00.000Z,Listed for rent,2025-03-29T00:00:00.000Z,Listing removed,2025-01-19T00:00:00.000Z,Price change,2025-01-18T00:00:00.000Z,Listed for rent,2012-10-25T00:00:00.000Z,Sold,2011-08-25T00:00:00.000Z,Sold,2009-07-29T00:00:00.000Z,Sold,2009-04-13T00:00:00.000Z,Sold,2006-02-08T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"211 Rodney Guthrie Dr, Cabot, AR 72023",211 Rodney Guthrie Dr,,3,1268,,1345,28,https://www.zillow.com/homedetails/211-Rodney-Guthrie-Dr-Cabot-AR-72023/256835_zpid/,,155000,2026-08-06T00:00:00.000Z,Listed for rent,2025-09-22T00:00:00.000Z,Listing removed,2025-08-26T00:00:00.000Z,Price change,2025-07-29T00:00:00.000Z,Listed for rent,2023-07-27T00:00:00.000Z,Listing removed,2023-07-06T00:00:00.000Z,Listed for rent,2022-03-10T00:00:00.000Z,Sold,2022-01-31T00:00:00.000Z,Listed for sale,2019-09-20T00:00:00.000Z,Sold,2019-09-11T00:00:00.000Z,Listed for sale,2019-08-26T00:00:00.000Z,Pending sale,2019-08-13T00:00:00.000Z,Price change,2019-05-31T00:00:00.000Z,Price change,2019-03-17T00:00:00.000Z,Listed for sale,2017-02-23T00:00:00.000Z,Listing removed,2017-01-02T00:00:00.000Z,Price change,2016-07-05T00:00:00.000Z,Listed for sale,2016-06-27T00:00:00.000Z,Sold,2015-11-21T00:00:00.000Z,Listed for sale,2014-09-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,
"17 Greenbrier Dr, Benton, AR 72015",17 Greenbrier Dr,,3,1460,,1595,31,https://www.zillow.com/homedetails/17-Greenbrier-Dr-Benton-AR-72015/386172_zpid/,,143000,2026-08-27T00:00:00.000Z,Price change,2026-08-03T00:00:00.000Z,Listed for rent,2026-02-23T00:00:00.000Z,Listing removed,2026-02-19T00:00:00.000Z,Price change,2026-01-29T00:00:00.000Z,Price change,2026-01-15T00:00:00.000Z,Price change,2025-12-30T00:00:00.000Z,Price change,2025-11-24T00:00:00.000Z,Listed for rent,2024-10-01T00:00:00.000Z,Listing removed,2024-08-29T00:00:00.000Z,Listed for rent,2022-03-07T00:00:00.000Z,Listing removed,2021-12-31T00:00:00.000Z,Listed for rent,2021-11-19T00:00:00.000Z,Sold,2014-09-17T00:00:00.000Z,Listing removed,2014-07-15T00:00:00.000Z,Listed for rent,2007-07-20T00:00:00.000Z,Sold,2006-08-01T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,
"148 Kelton Dr, Hensley, AR 72065",148 Kelton Dr,,4,1907,,2200,28,https://www.zillow.com/homedetails/148-Kelton-Dr-Hensley-AR-72065/464384218_zpid/,,,2026-08-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"328 Gathering House Rd, Haskell, AR 72015",328 Gathering House Rd,,3,2000,,1625,30,https://www.zillow.com/homedetails/328-Gathering-House-Rd-Haskell-AR-72015/64861478_zpid/,,188000,2026-08-25T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Listed for rent,2025-07-18T00:00:00.000Z,Listing removed,2025-07-17T00:00:00.000Z,Price change,2025-07-10T00:00:00.000Z,Price change,2025-07-03T00:00:00.000Z,Price change,2025-06-12T00:00:00.000Z,Listed for rent,2024-06-07T00:00:00.000Z,Listing removed,2024-06-06T00:00:00.000Z,Price change,2024-05-31T00:00:00.000Z,Price change,2024-05-25T00:00:00.000Z,Price change,2024-05-18T00:00:00.000Z,Price change,2024-04-26T00:00:00.000Z,Listed for rent,2023-12-01T00:00:00.000Z,Sold,2023-10-03T00:00:00.000Z,Listing removed,2023-08-29T00:00:00.000Z,Listed for rent,2022-05-19T00:00:00.000Z,Listing removed,2022-05-18T00:00:00.000Z,Price change,2022-05-05T00:00:00.000Z,Listed for rent,2020-04-23T00:00:00.000Z,Listing removed,2020-04-04T00:00:00.000Z,Listed for rent,2019-04-06T00:00:00.000Z,Listing removed,2019-04-01T00:00:00.000Z,Sold,2019-03-12T00:00:00.000Z,Listed for rent,,,,,,,,
"22930 Sam Tillery Dr, Alexander, AR 72002",22930 Sam Tillery Dr,,4,1640,,2000,10,https://www.zillow.com/homedetails/22930-Sam-Tillery-Dr-Alexander-AR-72002/464786376_zpid/,,,2026-08-24T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5399 Heritage Valley Dr, Benton, AR 72019",5399 Heritage Valley Dr,,4,1790,,1900,38,https://www.zillow.com/homedetails/5399-Heritage-Valley-Dr-Benton-AR-72019/2062299989_zpid/,,245000,2026-08-31T00:00:00.000Z,Price change,2026-07-27T00:00:00.000Z,Listed for rent,2026-07-15T00:00:00.000Z,Listing removed,2026-05-22T00:00:00.000Z,Price change,2026-04-02T00:00:00.000Z,Listed for sale,2026-04-01T00:00:00.000Z,Listing removed,2025-11-06T00:00:00.000Z,Price change,2025-10-13T00:00:00.000Z,Price change,2025-10-04T00:00:00.000Z,Listed for sale,2025-02-24T00:00:00.000Z,Sold,2025-02-05T00:00:00.000Z,Contingent,2024-11-30T00:00:00.000Z,Price change,2024-10-04T00:00:00.000Z,Price change,2024-09-29T00:00:00.000Z,Price change,2024-09-07T00:00:00.000Z,Listed for sale,2022-08-29T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,
"35 G St, Cabot, AR 72023",35 G St,,3,1849,,1825,57,https://www.zillow.com/homedetails/35-G-St-Cabot-AR-72023/254255_zpid/,,230000,2026-07-25T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-05-03T00:00:00.000Z,Listed for rent,2025-05-25T00:00:00.000Z,Listing removed,2025-05-14T00:00:00.000Z,Price change,2025-05-01T00:00:00.000Z,Listed for rent,2021-06-07T00:00:00.000Z,Sold,2020-09-03T00:00:00.000Z,Sold,2020-06-19T00:00:00.000Z,Listed for sale,2018-06-22T00:00:00.000Z,Sold,2018-05-08T00:00:00.000Z,Listed for sale,2014-04-28T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2830 Longbow Ln, Conway, AR 72034",2830 Longbow Ln,,3,1388,,1450,24,https://www.zillow.com/homedetails/2830-Longbow-Ln-Conway-AR-72034/82265622_zpid/,,192099,2026-08-10T00:00:00.000Z,Listed for rent,2024-07-03T00:00:00.000Z,Listing removed,2024-06-17T00:00:00.000Z,Listed for rent,2022-05-27T00:00:00.000Z,Sold,2008-02-29T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Jennifer Cv, Ward, AR 72176",15 Jennifer Cv,,3,1328,,1650,28,https://www.zillow.com/homedetails/15-Jennifer-Cv-Ward-AR-72176/2063023920_zpid/,,210000,2026-08-07T00:00:00.000Z,Listed for rent,2023-12-19T00:00:00.000Z,Sold,2022-06-21T00:00:00.000Z,Listing removed,2022-06-07T00:00:00.000Z,Price change,2022-06-02T00:00:00.000Z,Listed for rent,2022-05-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"345 Joyner Loop, Lonoke, AR 72086",345 Joyner Loop,,3,1120,,1200,62,https://www.zillow.com/homedetails/345-Joyner-Loop-Lonoke-AR-72086/99446243_zpid/,,36000,2026-07-05T00:00:00.000Z,Price change,2026-07-03T00:00:00.000Z,Listed for rent,2026-06-23T00:00:00.000Z,Listing removed,2026-02-11T00:00:00.000Z,Listed for rent,2025-11-22T00:00:00.000Z,Listing removed,2025-11-15T00:00:00.000Z,Price change,2025-11-05T00:00:00.000Z,Listed for rent,2025-09-05T00:00:00.000Z,Listing removed,2025-08-06T00:00:00.000Z,Listed for rent,2007-02-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6032 Orange Valley Cv, Mabelvale, AR 72103",6032 Orange Valley Cv,,4,1504,,1650,33,https://www.zillow.com/homedetails/6032-Orange-Valley-Cv-Mabelvale-AR-72103/2062762647_zpid/,,,2026-09-01T00:00:00.000Z,Price change,2026-08-01T00:00:00.000Z,Listed for rent,2022-06-27T00:00:00.000Z,Listing removed,2022-06-15T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
